id_distrito,nombre_distrito,tema,indicador_realidad,valor_realidad,more_is_worse,n_apoyos,n_propuestas,apoyos_per_1000hab,demanda_z,carencia_z,discrepancia,cuadrante
1,Ciutat Vella,Reducción de velocidad y zonas 30,velocidad_media_kmh,29.35,True,0,0,0.0,-0.442,-1.696,1.254,Cómodo
19,Pobles del Sud,Reducción de velocidad y zonas 30,velocidad_media_kmh,29.32,True,50,4,2.36,1.48,-1.707,3.187,Sobre-demandante
17,Pobles del Nord,Reducción de velocidad y zonas 30,velocidad_media_kmh,30.21,True,35,2,5.2,3.794,-1.384,5.178,Sobre-demandante
13,Algirós,Reducción del ruido,n_zonas_zas,2.0,True,81,2,2.28,0.548,3.175,-2.627,Demanda legítima
6,el Pla del Real,Reducción del ruido,n_zonas_zas,1.0,True,23,2,0.76,-0.391,1.347,-1.738,Silencioso vulnerable
3,Extramurs,Reducción del ruido,n_zonas_zas,1.0,True,39,3,0.81,-0.36,1.347,-1.708,Silencioso vulnerable
1,Ciutat Vella,Reducción del ruido,n_zonas_zas,1.0,True,59,2,2.13,0.455,1.347,-0.892,Demanda legítima
7,l'Olivereta,Reducción del ruido,n_zonas_zas,0.0,True,0,0,0.0,-0.861,-0.481,-0.38,Cómodo
17,Pobles del Nord,Reducción del ruido,n_zonas_zas,0.0,True,0,0,0.0,-0.861,-0.481,-0.38,Cómodo
4,Campanar,Reducción del ruido,n_zonas_zas,0.0,True,4,1,0.1,-0.799,-0.481,-0.318,Cómodo
11,Poblats Marítims,Reducción del ruido,n_zonas_zas,0.0,True,9,1,0.16,-0.762,-0.481,-0.281,Cómodo
9,Jesús,Reducción del ruido,n_zonas_zas,0.0,True,12,1,0.23,-0.719,-0.481,-0.238,Cómodo
16,Benicalap,Reducción del ruido,n_zonas_zas,0.0,True,24,1,0.51,-0.546,-0.481,-0.065,Cómodo
12,Camins al Grau,Reducción del ruido,n_zonas_zas,0.0,True,40,1,0.61,-0.484,-0.481,-0.003,Cómodo
15,Rascanya,Reducción del ruido,n_zonas_zas,0.0,True,49,2,0.92,-0.292,-0.481,0.189,Cómodo
5,la Saïdia,Reducción del ruido,n_zonas_zas,0.0,True,49,2,1.05,-0.212,-0.481,0.269,Cómodo
10,Quatre Carreres,Reducción del ruido,n_zonas_zas,0.0,True,107,5,1.44,0.029,-0.481,0.51,Sobre-demandante
19,Pobles del Sud,Reducción del ruido,n_zonas_zas,0.0,True,38,3,1.79,0.245,-0.481,0.726,Sobre-demandante
18,Pobles de l'Oest,Reducción del ruido,n_zonas_zas,0.0,True,27,2,1.86,0.289,-0.481,0.77,Sobre-demandante
8,Patraix,Reducción del ruido,n_zonas_zas,0.0,True,122,2,2.12,0.449,-0.481,0.93,Sobre-demandante
14,Benimaclet,Reducción del ruido,n_zonas_zas,0.0,True,65,2,2.33,0.579,-0.481,1.06,Sobre-demandante
2,l'Eixample,Reducción del ruido,n_zonas_zas,0.0,True,313,7,7.37,3.694,-0.481,4.175,Sobre-demandante
15,Rascanya,Rehabilitación del patrimonio,bic_per_1000hab,0.131,False,0,0,0.0,-0.89,0.5,-1.391,Silencioso vulnerable
10,Quatre Carreres,Rehabilitación del patrimonio,bic_per_1000hab,0.148,False,0,0,0.0,-0.89,0.496,-1.386,Silencioso vulnerable
9,Jesús,Rehabilitación del patrimonio,bic_per_1000hab,0.387,False,0,1,0.0,-0.89,0.434,-1.324,Silencioso vulnerable
13,Algirós,Rehabilitación del patrimonio,bic_per_1000hab,0.056,False,10,1,0.28,-0.759,0.52,-1.279,Silencioso vulnerable
16,Benicalap,Rehabilitación del patrimonio,bic_per_1000hab,0.316,False,16,1,0.34,-0.731,0.452,-1.184,Silencioso vulnerable
12,Camins al Grau,Rehabilitación del patrimonio,bic_per_1000hab,0.261,False,40,1,0.61,-0.605,0.467,-1.072,Silencioso vulnerable
2,l'Eixample,Rehabilitación del patrimonio,bic_per_1000hab,1.508,False,0,0,0.0,-0.89,0.144,-1.034,Silencioso vulnerable
14,Benimaclet,Rehabilitación del patrimonio,bic_per_1000hab,0.215,False,31,2,1.11,-0.371,0.479,-0.85,Silencioso vulnerable
11,Poblats Marítims,Rehabilitación del patrimonio,bic_per_1000hab,1.29,False,37,1,0.67,-0.577,0.2,-0.777,Silencioso vulnerable
18,Pobles de l'Oest,Rehabilitación del patrimonio,bic_per_1000hab,1.519,False,15,1,1.04,-0.404,0.141,-0.545,Silencioso vulnerable
3,Extramurs,Rehabilitación del patrimonio,bic_per_1000hab,1.472,False,52,2,1.08,-0.385,0.153,-0.539,Silencioso vulnerable
6,el Pla del Real,Rehabilitación del patrimonio,bic_per_1000hab,1.521,False,35,1,1.16,-0.348,0.141,-0.488,Silencioso vulnerable
5,la Saïdia,Rehabilitación del patrimonio,bic_per_1000hab,1.178,False,99,3,2.12,0.101,0.229,-0.128,Demanda legítima
8,Patraix,Rehabilitación del patrimonio,bic_per_1000hab,0.313,False,230,2,3.99,0.976,0.453,0.522,Demanda legítima
19,Pobles del Sud,Rehabilitación del patrimonio,bic_per_1000hab,1.79,False,102,4,4.8,1.354,0.071,1.283,Demanda legítima
4,Campanar,Rehabilitación del patrimonio,bic_per_1000hab,0.539,False,240,2,6.17,1.995,0.395,1.6,Demanda legítima
7,l'Olivereta,Rehabilitación del patrimonio,bic_per_1000hab,0.248,False,310,6,6.41,2.107,0.47,1.637,Demanda legítima
1,Ciutat Vella,Rehabilitación del patrimonio,bic_per_1000hab,12.219,False,37,1,1.34,-0.264,-2.628,2.364,Cómodo
17,Pobles del Nord,Rehabilitación del patrimonio,bic_per_1000hab,14.116,False,34,3,5.05,1.471,-3.118,4.59,Sobre-demandante
9,Jesús,Transporte público (EMT),paradas_emt_per_1000hab,1.007,False,0,0,0.0,-0.632,0.577,-1.209,Silencioso vulnerable
15,Rascanya,Transporte público (EMT),paradas_emt_per_1000hab,1.033,False,0,0,0.0,-0.632,0.553,-1.185,Silencioso vulnerable
5,la Saïdia,Transporte público (EMT),paradas_emt_per_1000hab,1.05,False,0,0,0.0,-0.632,0.537,-1.169,Silencioso vulnerable
14,Benimaclet,Transporte público (EMT),paradas_emt_per_1000hab,0.717,False,14,2,0.5,-0.3,0.847,-1.146,Silencioso vulnerable
7,l'Olivereta,Transporte público (EMT),paradas_emt_per_1000hab,1.117,False,0,0,0.0,-0.632,0.475,-1.107,Silencioso vulnerable
13,Algirós,Transporte público (EMT),paradas_emt_per_1000hab,1.295,False,0,0,0.0,-0.632,0.309,-0.941,Silencioso vulnerable
3,Extramurs,Transporte público (EMT),paradas_emt_per_1000hab,1.057,False,24,1,0.5,-0.3,0.53,-0.83,Silencioso vulnerable
8,Patraix,Transporte público (EMT),paradas_emt_per_1000hab,0.903,False,47,3,0.82,-0.087,0.674,-0.761,Silencioso vulnerable
12,Camins al Grau,Transporte público (EMT),paradas_emt_per_1000hab,0.968,False,50,1,0.77,-0.12,0.613,-0.733,Silencioso vulnerable
2,l'Eixample,Transporte público (EMT),paradas_emt_per_1000hab,1.414,False,10,1,0.24,-0.473,0.198,-0.671,Silencioso vulnerable
1,Ciutat Vella,Transporte público (EMT),paradas_emt_per_1000hab,1.627,False,0,0,0.0,-0.632,0.0,-0.632,Silencioso vulnerable
11,Poblats Marítims,Transporte público (EMT),paradas_emt_per_1000hab,1.708,False,0,0,0.0,-0.632,-0.075,-0.557,Cómodo
6,el Pla del Real,Transporte público (EMT),paradas_emt_per_1000hab,1.818,False,0,0,0.0,-0.632,-0.178,-0.455,Cómodo
10,Quatre Carreres,Transporte público (EMT),paradas_emt_per_1000hab,2.01,False,0,0,0.0,-0.632,-0.356,-0.276,Cómodo
4,Campanar,Transporte público (EMT),paradas_emt_per_1000hab,1.721,False,40,2,1.03,0.053,-0.087,0.14,Sobre-demandante
18,Pobles de l'Oest,Transporte público (EMT),paradas_emt_per_1000hab,1.588,False,23,1,1.59,0.425,0.036,0.389,Demanda legítima
16,Benicalap,Transporte público (EMT),paradas_emt_per_1000hab,0.864,False,191,5,4.02,2.042,0.71,1.332,Demanda legítima
19,Pobles del Sud,Transporte público (EMT),paradas_emt_per_1000hab,3.816,False,72,2,3.39,1.623,-2.037,3.66,Sobre-demandante
17,Pobles del Nord,Transporte público (EMT),paradas_emt_per_1000hab,5.201,False,35,2,5.2,2.827,-3.326,6.152,Sobre-demandante
15,Rascanya,Zonas verdes,m2_verde_per_hab,3.23,False,0,0,0.0,-0.574,1.165,-1.739,Silencioso vulnerable
9,Jesús,Zonas verdes,m2_verde_per_hab,3.39,False,0,0,0.0,-0.574,1.117,-1.691,Silencioso vulnerable
8,Patraix,Zonas verdes,m2_verde_per_hab,3.95,False,0,0,0.0,-0.574,0.95,-1.523,Silencioso vulnerable
3,Extramurs,Zonas verdes,m2_verde_per_hab,3.2,False,55,1,1.14,0.016,1.174,-1.158,Demanda legítima
2,l'Eixample,Zonas verdes,m2_verde_per_hab,5.34,False,0,0,0.0,-0.574,0.533,-1.107,Silencioso vulnerable
16,Benicalap,Zonas verdes,m2_verde_per_hab,5.43,False,0,0,0.0,-0.574,0.506,-1.08,Silencioso vulnerable
7,l'Olivereta,Zonas verdes,m2_verde_per_hab,5.61,False,0,0,0.0,-0.574,0.452,-1.026,Silencioso vulnerable
12,Camins al Grau,Zonas verdes,m2_verde_per_hab,5.49,False,38,2,0.58,-0.274,0.488,-0.762,Silencioso vulnerable
14,Benimaclet,Zonas verdes,m2_verde_per_hab,3.02,False,60,3,2.15,0.539,1.228,-0.69,Demanda legítima
13,Algirós,Zonas verdes,m2_verde_per_hab,7.53,False,11,1,0.31,-0.413,-0.124,-0.29,Cómodo
18,Pobles de l'Oest,Zonas verdes,m2_verde_per_hab,9.38,False,0,0,0.0,-0.574,-0.678,0.104,Cómodo
5,la Saïdia,Zonas verdes,m2_verde_per_hab,9.52,False,0,0,0.0,-0.574,-0.72,0.146,Cómodo
6,el Pla del Real,Zonas verdes,m2_verde_per_hab,10.63,False,0,0,0.0,-0.574,-1.053,0.479,Cómodo
11,Poblats Marítims,Zonas verdes,m2_verde_per_hab,7.92,False,99,1,1.8,0.358,-0.24,0.598,Sobre-demandante
1,Ciutat Vella,Zonas verdes,m2_verde_per_hab,7.01,False,71,1,2.57,0.756,0.032,0.724,Demanda legítima
19,Pobles del Sud,Zonas verdes,m2_verde_per_hab,10.32,False,16,1,0.75,-0.186,-0.96,0.774,Cómodo
4,Campanar,Zonas verdes,m2_verde_per_hab,15.59,False,13,1,0.33,-0.403,-2.539,2.136,Cómodo
10,Quatre Carreres,Zonas verdes,m2_verde_per_hab,11.93,False,242,6,3.27,1.118,-1.442,2.561,Sobre-demandante
17,Pobles del Nord,Zonas verdes,m2_verde_per_hab,6.75,False,55,1,8.17,3.654,0.11,3.544,Demanda legítima
