id_distrito,nombre_distrito,count
1.0,Ciutat Vella,19
2.0,l'Eixample,36
3.0,Extramurs,44
4.0,Campanar,37
5.0,la Saïdia,31
6.0,el Pla del Real,23
7.0,l'Olivereta,33
8.0,Patraix,26
9.0,Jesús,27
10.0,Quatre Carreres,39
11.0,Poblats Marítims,38
12.0,Camins al Grau,38
13.0,Algirós,25
14.0,Benimaclet,21
15.0,Rascanya,31
16.0,Benicalap,20
17.0,Pobles del Nord,4
18.0,Pobles de l'Oest,11
19.0,Pobles del Sud,17
