id_distrito,nombre_distrito,count
1.0,Ciutat Vella,42
2.0,l'Eixample,99
3.0,Extramurs,87
4.0,Campanar,140
5.0,la Saïdia,73
6.0,el Pla del Real,128
7.0,l'Olivereta,78
8.0,Patraix,71
9.0,Jesús,66
10.0,Quatre Carreres,141
11.0,Poblats Marítims,88
12.0,Camins al Grau,90
13.0,Algirós,79
14.0,Benimaclet,31
15.0,Rascanya,70
16.0,Benicalap,72
17.0,Pobles del Nord,4
18.0,Pobles de l'Oest,18
19.0,Pobles del Sud,36
