id_distrito,nombre_distrito,count
1.0,Ciutat Vella,46
2.0,l'Eixample,18
3.0,Extramurs,33
4.0,Campanar,62
5.0,la Saïdia,37
6.0,el Pla del Real,34
7.0,l'Olivereta,42
8.0,Patraix,39
9.0,Jesús,41
10.0,Quatre Carreres,83
11.0,Poblats Marítims,72
12.0,Camins al Grau,46
13.0,Algirós,50
14.0,Benimaclet,27
15.0,Rascanya,44
16.0,Benicalap,51
17.0,Pobles del Nord,21
18.0,Pobles de l'Oest,17
19.0,Pobles del Sud,42
