id_distrito,nombre_distrito,count
1.0,Ciutat Vella,41
2.0,l'Eixample,36
3.0,Extramurs,30
4.0,Campanar,14
5.0,la Saïdia,19
6.0,el Pla del Real,8
7.0,l'Olivereta,18
8.0,Patraix,20
9.0,Jesús,17
10.0,Quatre Carreres,22
11.0,Poblats Marítims,31
12.0,Camins al Grau,19
13.0,Algirós,12
14.0,Benimaclet,11
15.0,Rascanya,14
16.0,Benicalap,18
17.0,Pobles del Nord,3
18.0,Pobles de l'Oest,5
19.0,Pobles del Sud,11
