id,Edicion,Id_Propuesta,Titulo,Codigo_Ambito_Referencia,Ambito_Referencia,Tipo_Proponente,Numero_Apoyos,Pasa_Fase_Apoyos,Pasa_Fase_Viabilidad,Numero_Votos,Seleccionada,Presupuesto_euros,Mision_Climatica,Fecha creacion,Fecha_Baja,id_distrito,nombre_distrito,match_status
5384,7,6446,Soterramiento de los basureros,3,Extramurs,Particular,13.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
5393,7,6455,PARQUE PERROS - VALLADO DEL aREA DE SOCIALIZACIoN DE PERROS JUNTO NUEVO MESTALLA,16,Benicalap,Particular,27.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
5425,7,6487,Arbolado en Calle San Jacinto,3,Extramurs,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
5467,7,6529,"Bancos en las calles de este barrio, casi son inexistentes.",7,l'Olivereta,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
5539,7,6601,Bancos alrededor del CEIP Eliseo Vidal,8,Patraix,Particular,57.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
5590,7,6652,Mejora recogida aguas pluviales en Gran Via Marques del Turia,6,el Pla del Real,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
5668,7,6730,ADECENTAR PASAJES CREANDO PASEOS PEATONALES CON ZONAS VERDES LIBRES DE HUMOS,10,Quatre Carreres,Particular,44.0,SI,SI,435.0,NO,48000.0,Sin etiqueta,2023-04-27,,10,Quatre Carreres,matched
237,1,2015-00284,,1,Ciutat Vella,Persona Juridica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
303,1,2015-00360,,12,Camins al Grau,Persona Juridica,0.0,No aplicable,SI,71.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
344,1,2015-00406,,5,la Saidia,Persona Juridica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
397,1,2015-00462,,3,Extramurs,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
614,1,2016-00110,Repavimentacion con fonoabsorbente de la rotonda de blasco ibañez- cardenal benlloch y calle clariano,13,Algiros,Persona Juridica,0.0,No aplicable,SI,15.0,SI,258606.0,No aplicable,2023-04-27,,13,Algirós,matched
662,2,43,Ampliacion aceras en marginal turia entre tramo puente del Real y CAC,2,l'Eixample,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
700,2,81,Soterramiento contenedores C/QUART,3,Extramurs,Particular,19.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
765,2,146,NUEVO PARQUE DE CALISTENIA EN BENICALAP,16,Benicalap,Particular,39.0,SI,SI,149.0,SI,60000.0,No aplicable,2023-04-27,,16,Benicalap,matched
834,2,215,Revision trafico rodado y aparcamiento en Malilla,10,Quatre Carreres,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
840,2,221,Adecuacion Parque Santa Maria Micaela,3,Extramurs,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
995,2,376,Camaras de vigilancia seguridad,16,Benicalap,Particular,0.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
1071,2,452,huerto urbano espacio multicultural,11,Poblats Maritims,Particular,48.0,SI,SI,270.0,SI,60000.0,No aplicable,2023-04-27,,11,Poblats Marítims,matched
1188,2,569,Anell de Vianants Tres Forques – Patraix  (tram de Patraix -- Colecamins),8,Patraix,Particular,52.0,SI,SI,572.0,SI,127000.0,No aplicable,2023-04-27,,8,Patraix,matched
1210,2,591,"ACONDICIONAMIENTO DE ACERAS EN C/ VIVER, C/ JUAN GINER Y C/ING. ALBERTO DOÑATE",14,Benimaclet,Representante GT,0.0,SI,SI,28.0,NO,115000.0,No aplicable,2023-04-27,,14,Benimaclet,matched
1250,3,1041,REASFALTAR LA CALLE POETA EDUARDO BUiL Y PONER UN PASO DE CEBRA,Toda la ciudad,Toda la ciudad,Particular,63.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1285,3,1078,ZONA DEPORTIVA EN LA PLAZA NOU MOLES/CALLE TORRES TORRES/CALLE CARTAGENA,Toda la ciudad,Toda la ciudad,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1354,3,1147,HABILITAR ZONAS EN EL RiO TURIA PARA SLACKLINE (EQUILIBRIOS SOBRE CUERDA FLOJA),Toda la ciudad,Toda la ciudad,Particular,16.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1611,3,1407,CIERRE DE CONTENEDORES,Toda la ciudad,Toda la ciudad,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1659,3,1455,MILLORES AL CEIP JOSe SENENT DE MASSARROJOS,Toda la ciudad,Toda la ciudad,Particular,113.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1682,3,1478,APERTURA BIBLIOTECA PuBLICA DE VIVEROS,Toda la ciudad,Toda la ciudad,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1755,3,1551,APARCAMIENTO EN EL PUEBLO DEL SALER,Toda la ciudad,Toda la ciudad,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1776,4,2005,BAJAR EL CARRIL BICI DE LA AVENIDA DEL PUERTO A LA CALZADA.,20,No consta,Particular,215.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,20,No consta,missing
1798,4,2027,CINTURO CICLISTA LAS POBLATS DEL NORT I VALENCIA,17,2,Particular,71.0,SI,SI,25.0,SI,5000.0,No aplicable,2023-04-27,,17,Pobles del Nord,matched
1856,4,2085,"REURBANIZAR RAMIRO DE MAEZTU, HACIENDO DOBLE SENTIDO Y CREAR CARRIL BICI.",12,Camins al Grau,Particular,49.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
1889,4,2118,REMODELACION PZ CRONISTA FCO MOMBLANCH Y LIBERTADOR SIMON BOLiVAR,11,Poblats Maritims,Representante GT,0.0,SI,SI,74.0,NO,457600.0,No aplicable,2023-04-27,,11,Poblats Marítims,matched
1928,4,2157,"AMPLIACIoN DEL ""PARKING"" DISUASORIO DEL SOLAR DEL METRO EN BARRIO SAN ISIDRO",8,Patraix,Representante GT,0.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
1944,4,2173,ZONA NARANJA RUSSAFA,2,l'Eixample,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
2002,4,2231,AJARDINAMIENTO MEDIANAS Y ALCORQUES,10,Quatre Carreres,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
2013,4,2242,PEATONALITZACIo C/ANDREU JULIa I ELIMINACIo BOLARDOS DEL COL·LEGI CERVANTES,3,Extramurs,Particular,38.0,SI,SI,32.0,NO,200000.0,No aplicable,2023-04-27,,3,Extramurs,matched
2016,4,2245,ACONDICIONAR E INSONORIZAR AULA DE ESTUDIOS. O BIBLIOTECA Y PONER WIFFI EL LOS O,19,6,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
2124,4,2353,AMPLIACIoN PANELES FONOABSORVENTES SITUADOS ENTRE V-30 Y CIUTAT DE L`APRENENT.,9,Jesus,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
2142,4,2371,ADQUISICIo DE TAULES PLEGABLES DE MALETA PER A CARPESA,17,3,Particular,24.0,SI,SI,60.0,SI,2500.0,No aplicable,2023-04-27,,17,Pobles del Nord,matched
2155,4,2384,ANFITEATRO AL AIRE LIBRE DE BENIMaMET  CUBRIR CON MaS LONAS Y PERGOLAS,18,1,Particular,46.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
2158,4,2387,"PARALLAMPS AL POBLE (ESGLeSIA, ESCOLA I ALTOS)",17,6,Particular,22.0,SI,SI,54.0,NO,14000.0,No aplicable,2023-04-27,,17,Pobles del Nord,matched
2204,4,2433,PASO PEATONES/SEMaFO EN GENERAL AVILeS A LA ALTURA DELUiS BUÑUEL (MERCADONA),4,Campanar,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
2260,4,2489,GARANTIZAR LA SEGURIDAD DE LOS VIANDANTES  EN ACERAS C/ HERNAN CORTES Y PIZARRO,2,l'Eixample,Particular,52.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
2265,4,2494,RESTAURACIoN ALQUERIA C/ OLBA 9 /11,5,la Saidia,Particular,43.0,SI,SI,144.0,NO,160000.0,No aplicable,2023-04-27,,5,la Saïdia,matched
2266,4,2495,REHABILITAR I CANVIAR EL RECORREGUT DEL CARRIL BICI PEL PASSEIG MARiTM,11,Poblats Maritims,Particular,61.0,SI,SI,270.0,SI,260000.0,No aplicable,2023-04-27,,11,Poblats Marítims,matched
2358,5,3046,Segunda Fase Rehabilitacion Alqueria Falco,Toda la ciudad,Toda la ciudad,Particular,81.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2378,5,3066,Ampliar aceras de la CALLE SAN VICENTE,Toda la ciudad,Toda la ciudad,Particular,39.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2395,5,3083,Una base en condiciones para el voluntariado de proteccion civil de Valencia.,Toda la ciudad,Toda la ciudad,Particular,12.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2409,5,3097,Paso de peatones y embellecer campa enfrente Camino Nuevo Paterna,Toda la ciudad,Toda la ciudad,Particular,21.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2412,5,3100,Construir una biblioteca publica en la Malvarrosa,Toda la ciudad,Toda la ciudad,Particular,63.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2428,5,3116,Carril Bici Carrer Russafa (entre Peris i Valero-Marques del Turia),Toda la ciudad,Toda la ciudad,Particular,32.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2448,5,3136,Incrementar arees verdes Russafa,Toda la ciudad,Toda la ciudad,Particular,83.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2478,5,3166,NUEVO CARRIL BICI ENTRE ZAIDiA Y MARCHALENES Y RECUPERACIoN DE LAS ACERAS,Toda la ciudad,Toda la ciudad,Particular,105.0,SI,SI,1941.0,NO,250000.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
2488,5,3176,Trinquete publico en barrio patraix,Toda la ciudad,Toda la ciudad,Particular,102.0,SI,SI,976.0,NO,500000.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
2509,5,3197,Vallado seguro nuevo parque c/Silla (Antiguo solar Calatrava) Benimamet,Toda la ciudad,Toda la ciudad,Particular,27.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2514,5,3202,PISCINA MUNICIPAL EN BARRIO CAMPANAR,Toda la ciudad,Toda la ciudad,Particular,45.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2585,5,3273,Reforma calle Gorgos y reordenacion carril bici,Toda la ciudad,Toda la ciudad,Particular,14.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2606,5,3294,Soterramiento  contenedores de basura en benicalap,Toda la ciudad,Toda la ciudad,Particular,17.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2631,5,3319,Creacio de carrils bici a la Fonteta de Sant Lluis,Toda la ciudad,Toda la ciudad,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2705,5,3393,Centro salud MALILLA. Que sea una realidad!,Toda la ciudad,Toda la ciudad,Particular,128.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2719,5,3407,MEJORA DEL PARQUE INFANTIL Y AREA DEPORTIVA LEBON,Toda la ciudad,Toda la ciudad,Particular,116.0,SI,SI,1425.0,NO,250000.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
2767,5,3455,Pacificacion camino de Moncada,Toda la ciudad,Toda la ciudad,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2789,5,3477,Accesibilidad con pictogramas,Toda la ciudad,Toda la ciudad,Particular,180.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2828,5,3516,Zona de socializacion de perros en CAMPANAR,Toda la ciudad,Toda la ciudad,Particular,11.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2854,5,3542,Contenedores con pedal en todos los barrios de la ciudad,Toda la ciudad,Toda la ciudad,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2922,5,3611,Horts urbans i millora instal.lacions Parc Fluvial del Turia,Toda la ciudad,Toda la ciudad,Particular,12.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2968,6,4024,Adecuamiento de solar en Benicalap,16,Benicalap,Particular,89.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
2984,6,4040,Jardin en parcela municipal junto Escuelas Jesuitas (C/ Reina Violante),4,Campanar,Particular,309.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
3041,6,4097,Aceras,3,Extramurs,Particular,37.0,SI,SI,35.0,NO,238000.0,No aplicable,2023-04-27,,3,Extramurs,matched
3061,6,4117,ELIMINAR PLAZAS APARCAMIENTO MEDIANERA FINAL JUSTO Y PASTOR,13,Algiros,Particular,31.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
3063,6,4119,SOTERRAMIENTO CONTENEDORES - AMPLIACIoN BOCA DE VERTIDO CONTENEDOR,3,Extramurs,Particular,68.0,SI,SI,222.0,NO,130000.0,No aplicable,2023-04-27,,3,Extramurs,matched
3079,6,4135,AMPLIACIoN APARCAMIENTO JUNTO AL METRO EN SAN ISIDRO,8,Patraix,Particular,63.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
3087,6,4143,Ampliacion de espacio peatonal en Emilio Baro y Dolores Marques,14,Benimaclet,Particular,99.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
3103,6,4159,Ampliacion Jardin Botanico  - Parcela Jesuitas,3,Extramurs,Particular,110.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
3180,6,4236,AMPLIACIO VORERES CARRER DE BAIX DE MASSARROJOS,17,6,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
3225,6,4281,Pacificar parque Gayano Lluch,16,Benicalap,Particular,37.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
3228,6,4284,Eliminar solares y edificios ruinosos calles Pepita y Ruaya.,5,la Saidia,Particular,111.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
3242,6,4298,COLOCAR BANDAS SONORAS EN SAN VICENTE MARTIR,9,Jesus,Particular,22.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
3282,6,4338,Peatonalizar calle Albacete salida Colegio Agustinos,3,Extramurs,Particular,19.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
3315,6,4371,Carril bici en tunel de la Gran Via Ramon y Cajal con Gran Via de las Germanias,3,Extramurs,Particular,70.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
3379,6,4435,? NUEVO GIMNASIO DE BARRAS JUNTO PUENTE DE LOS SERRANOS<,5,la Saidia,Particular,31.0,SI,SI,228.0,NO,60000.0,No aplicable,2023-04-27,,5,la Saïdia,matched
3450,6,4506,plaza monteolivete- asfaltado calle,10,Quatre Carreres,Particular,37.0,SI,SI,32.0,NO,285000.0,No aplicable,2023-04-27,,10,Quatre Carreres,matched
3454,6,4510,Energia Solar,11,Poblats Maritims,Particular,35.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
3476,6,4533,NUEVO CENTRO MAYORES CAMINS AL GRAU,12,Camins al Grau,Particular,53.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
3564,6,4621,CAMBIO FAROLAS AUTOPISTA - L`alqueria de la Comtessa  MALILLA,10,Quatre Carreres,Particular,13.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
3603,6,4660,CICLOCALLE HASTA ESTACIoN JOAQUiN SOROLLA (POR MAESTRO SOSA),3,Extramurs,Particular,31.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
3649,6,4707,Incorporaciones para vehiculos en Avda Maestro Rodrigo en Catriel central,4,Campanar,Particular,17.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
3667,6,4725,Eix Verd Paral·lel a Peris i Valero - Eje Peatonal Pepita Samper,10,Quatre Carreres,Particular,37.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
3684,6,4742,REURBANIZACIoN CALLE ALBACETE Y MAESTRO SOSA,3,Extramurs,Particular,38.0,SI,SI,210.0,SI,35310.0,No aplicable,2023-04-27,,3,Extramurs,matched
3690,6,4748,Aumento de la luminosidad en las calles del barrio Nou Moles,7,l'Olivereta,Particular,20.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
3699,6,4757,Rehabilitacion de la antigua casona como escuela tsller,18,1,Particular,15.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
3750,6,4810,Acabar el nuevo paseo de Justo Ramirez y adecentar solares de esa zona,5,la Saidia,Particular,16.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
3832,6,4893,Ajardinamiento centro salud padre Jofre y aparatos personas mayores,8,Patraix,Particular,58.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
3860,6,4921,Readoquinar la calle La Floresta,11,Poblats Maritims,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
3907,6,4969,Revertir el mur de l’ampliacio nord del port,11,Poblats Maritims,Particular,438.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
3917,6,4979,"Carril bici, clicocarrer en la Malva-rosa. (Associacio VVAA Malva-rosa)",11,Poblats Maritims,Particular,53.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
3929,6,4991,Carril bici angel Guimera y calle Linares,3,Extramurs,Particular,13.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
3943,6,5005,"Control de velocidad en grandes avenidas: Inst Obrero, Pte Montolivete, Maristas",10,Quatre Carreres,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
3982,6,5044,CANCHA DE PRACTICAS DE GOLF PARA FOMENTAR EL GOLF EN LOS NIÑOS Y LAS FAMILIAS,11,Poblats Maritims,Particular,22.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
3989,6,5051,CAMBIO ALUMBRADO C/ SANTOS JUSTO Y PASTOR (TRAMO C/INDUSTRIA - C/SERERiA),13,Algiros,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
3993,6,5055,area socializacion de perros patraix.,8,Patraix,Particular,15.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
3999,6,5061,CAMBIO DE ACERAS DE LA CALLE JULIaN PEÑA,7,l'Olivereta,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
4002,6,5064,Carril bici benimaclet,14,Benimaclet,Particular,15.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
4046,6,5108,Puntos de alimentacion para Colonias Felinas Urbanas,10,Quatre Carreres,Particular,40.0,SI,SI,447.0,SI,8400.0,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4053,6,5115,Zona de skaters en Ciutat Fallera,16,Benicalap,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
4087,6,5149,Acondicionament/Ajardinar l'espai public al carrer Bono i Barber,16,Benicalap,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
4089,6,5151,Benimaclet mes verd. Renaturalizacion de la calle Cueva Santa,14,Benimaclet,Particular,13.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
4114,6,5176,Mejora de las instalaciones de las plazas del barrio 8 de Marzo,7,l'Olivereta,Representante GT,0.0,SI,SI,17.0,NO,336000.0,No aplicable,2023-04-27,,7,l'Olivereta,matched
4153,6,5215,Asfaltar y adecentar las calles de Nazaret,12,Camins al Grau,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
4174,6,5236,Continuidad carril bici Amado Granell hasta parada Valenbisi Peris y Valero,10,Quatre Carreres,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4215,6,5277,Tueri - Digitaliza los procesos contractuales de tu empresa,6,el Pla del Real,Particular,0.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
4261,7,5323,AJARDINAR MEDIANA FINAL SANTOS JUSTO Y PASTOR,13,Algiros,Particular,11.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
4281,7,5343,Mejora de iluminacion Av. Amado Granell y C/Huerto de San Valero,10,Quatre Carreres,Particular,23.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4309,7,5371,Parque infantil y zona perros,6,el Pla del Real,Particular,32.0,SI,SI,115.0,SI,95000.0,Sin etiqueta,2023-04-27,,6,el Pla del Real,matched
4323,7,5385,"Mejora de comunicacion vial Carpesa-Centro de Valencia ""Carril ciclista-aceras""",17,3,Particular,52.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
4333,7,5395,MEJORA ARMARIOS COMPACTUS - ARCHIVO MUNICIPAL INTERMEDIO,8,Patraix,Particular,32.0,SI,SI,75.0,NO,240000.0,Sin etiqueta,2023-04-27,,8,Patraix,matched
4348,7,5410,Carril bici cauce Rio Campo la exposicion tramo VIII,6,el Pla del Real,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
4413,7,5475,Centro historico de Patraix,8,Patraix,Particular,24.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
4417,7,5479,Cambio ubicacion contenedores,15,Rascanya,Particular,16.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
4454,7,5516,ASFALTADO DESCAMPADO BERNAT DESCOLL,10,Quatre Carreres,Particular,26.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4481,7,5543,"Recuperar sentido de circulacion de la C/ Perez Pujol, desde Lauria a Las Barcas",1,Ciutat Vella,Particular,12.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
4483,7,5545,Apertura Calle Obispo Puchol Montis,16,Benicalap,Particular,14.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
4489,7,5551,Graffitis en paredes medianeras,2,l'Eixample,Particular,23.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
4503,7,5565,Convertir en plazas de aparcamiento un carril de la Calle Cuenca,3,Extramurs,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
4507,7,5569,Dos Supermanzanas para La Roqueta,3,Extramurs,Particular,67.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
4551,7,5613,PASO DE CEBRA EN BERNAT DESCOLL 57,10,Quatre Carreres,Particular,13.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4555,7,5617,Dotacion policial en el acceso al CEIP el Grau,12,Camins al Grau,Particular,41.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
4580,7,5642,TUNELAR EN AV. DEL CID LA MAYORiA DEL TRaFICO Y CREAR RAMBLA DEL CID,7,l'Olivereta,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
4595,7,5657,Instituto de ESO y secundaria,6,el Pla del Real,Particular,37.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
4606,7,5668,Reurbanizacion calle Eduardo Bosca,12,Camins al Grau,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
4629,7,5691,Ampliar y rediseñar parque infantil plaza portadors de la verge,19,3,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
4675,7,5737,Instalacion de Placas solares fotovoltaicos CEIP Pablo Neruda,10,Quatre Carreres,Particular,18.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4685,7,5747,Iluminacion  Plaza Actor Enrique Rambal,13,Algiros,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
4688,7,5750,Rehabilitacion quiosco Blasco Ibañez altura Honduras y parque infantil,13,Algiros,Particular,28.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
4770,7,5832,Servicios publicos,11,Poblats Maritims,Particular,14.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
4783,7,5845,ELIMINAR CARRILES BICIS JUNTO AL CAUCE VIEJO,1,Ciutat Vella,Particular,26.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
4830,7,5892,"Substitucion de plaga de arboles ""Pica-Pica"" Lagunaria Patersonii",5,la Saidia,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
4849,7,5911,CONTINUACIoN PROYECTO REHABILITACION ALQUERIA DEL TENIS EN PENYAROJA,12,Camins al Grau,Particular,37.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
4875,7,5937,Mejora de la accesibilidad de aceras y pasos de peatones,14,Benimaclet,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
4884,7,5946,Luces Calle almudaina,9,Jesus,Particular,13.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
4902,7,5964,Tunel de paso para cruzar el talud de las vias del tren.,8,Patraix,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
