id,Edicion,Id_Propuesta,Titulo,Codigo_Ambito_Referencia,Ambito_Referencia,Tipo_Proponente,Numero_Apoyos,Pasa_Fase_Apoyos,Pasa_Fase_Viabilidad,Numero_Votos,Seleccionada,Presupuesto_euros,Mision_Climatica,Fecha creacion,Fecha_Baja,id_distrito,nombre_distrito,match_status
4242,7,5304,Control d'accessos a les instal·lacions municipals,19,5,Particular,17.0,SI,SI,14.0,NO,18000.0,Sin etiqueta,2023-04-27,,19,Pobles del Sud,matched
4245,7,5307,Carril bici y pacificacion de angel Guimera,3,Extramurs,Particular,78.0,SI,SI,296.0,NO,264000.0,Sin etiqueta,2023-04-27,,3,Extramurs,matched
4303,7,5365,"Iluminar, adecentar y hacer mas seguro el paso de pasarela amarilla",4,Campanar,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
4326,7,5388,"Plaza Musico Lopez Chavarri, para que siga siendo plaza...",1,Ciutat Vella,Particular,58.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
4328,7,5390,PISCINA PUBLICA SIN CUBRIR LAS MORERAS,11,Poblats Maritims,Particular,18.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
4419,7,5481,Peatonalizacion Av. Tres Cruces y Av. Doctor Tomas Sala domingos por la mañana,9,Jesus,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,9,Jesús,matched
4424,7,5486,Creacion de una via ciclo-peatonal por la huerta de Benicalap,17,2,Particular,75.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
4505,7,5567,Incorporacion de arbolado y bancos en las aceras del barrio de  La Roqueta,3,Extramurs,Representante GT,0.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
4508,7,5570,Ajardinamiento o equipamiento de espacios (terreno natural desde hace 52 años),7,l'Olivereta,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
4521,7,5583,CALLE LEONES: SUSTITUCIoN DE LOS CONTENEDORES SOTERRADOS,12,Camins al Grau,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
4530,7,5592,Comisaria Policia Malilla,10,Quatre Carreres,Particular,64.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4536,7,5598,Puntos de Carga de Coche electrico e hibrido enchufable,13,Algiros,Particular,18.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
4550,7,5612,Arreglo de asfaltado,3,Extramurs,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
4556,7,5618,MANTENIMIENTO Y DISEÑO DEL CARRIL RUNNIG JARDiN DEL TURIA,6,el Pla del Real,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
4559,7,5621,Iluminacion acera impar calle Alfahuir,15,Rascanya,Particular,32.0,SI,SI,343.0,SI,15000.0,Con etiqueta,2023-04-27,,15,Rascanya,matched
4563,7,5625,Seguridad en los cruces Av. Dr. Waksman,10,Quatre Carreres,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4577,7,5639,ABRIR CALLE DESDE GIMENEZ Y COSTA HASTA CARRETERA REAL DE MADRID,19,7,Particular,12.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
4591,7,5653,Parque infantil con pista de patinaje.,8,Patraix,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
4684,7,5746,Esterilizacion y control veterinario de la colonia de gatos en Campanar,4,Campanar,Particular,40.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,4,Campanar,matched
4740,7,5802,Control plaga gaviotas en el grau,11,Poblats Maritims,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
4754,7,5816,Pacificacio del transit del passeig de la petxina,3,Extramurs,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
4847,7,5909,Reurbanizacion y Ajardinamiento,19,6,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
4865,7,5927,RESSALTS PER A MINORAR L'EXCeS DE VELOCITAT EN LA AV. KARL MARX,19,1,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
4874,7,5936,Conexion entre pasos peatonales en el puente de la Torre (con Soto Mico),19,7,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
4878,7,5940,Cambio del suelo del exterior de la Plaza de Toros,2,l'Eixample,Particular,16.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
4910,7,5972,Complejo deportivo y piscina al aire libre en Malilla,10,Quatre Carreres,Particular,99.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
4949,7,6011,Solar Carolina alvarez,12,Camins al Grau,Particular,18.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
5030,7,6092,Carril ciclista en un tramo de la Avenida Ecuador,16,Benicalap,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
5120,7,6182,Contenedores Bernat Descoll con Vicent Miguel carceller.,10,Quatre Carreres,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5158,7,6220,Construccion jardin en solar de calles Tomas Montañana - Asturias - Lebon,12,Camins al Grau,Particular,70.0,SI,SI,510.0,SI,60000.0,Con etiqueta,2023-04-27,,12,Camins al Grau,matched
5191,7,6253,Construccion de un gimnasio en el CEIP Max Aub,5,la Saidia,Particular,33.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
5198,7,6260,Ampliacion de las aceras de la calle Conde Altea,2,l'Eixample,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
5241,7,6303,Campaña educacion vial parea peatones respecto a carriles bici,13,Algiros,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
5294,7,6356,EDIFICIS UBICATS JUNT AL CEMENTERI DE CAMPANAR,4,Campanar,Representante GT,0.0,SI,SI,7.0,NO,636135.0,Sin etiqueta,2023-04-27,,4,Campanar,matched
5333,7,6395,Fuentes Refrescantes Publicas para Niños y Niñas Fuensanta,7,l'Olivereta,Particular,32.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
5412,7,6474,Reorganizar Aparcamiento - Ensanchar Acera,7,l'Olivereta,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
5432,7,6494,Fomentar el baloncesto en los niños,1,Ciutat Vella,Particular,32.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
5479,7,6541,Reacondicionar parque del Oliveral,19,2,Particular,34.0,SI,SI,127.0,SI,20000.0,Con etiqueta,2023-04-27,,19,Pobles del Sud,matched
5482,7,6544,Urbanizacion reconstruccion Espacio ajardinado C/ Alqueria Benlloch.,8,Patraix,Representante GT,0.0,SI,SI,41.0,NO,585000.0,Sin etiqueta,2023-04-27,,8,Patraix,matched
5491,7,6553,Jovenes mejorando el barrio,10,Quatre Carreres,Particular,18.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5566,7,6628,Ampliar parque infantil existente y hacer nuevo parque de calistenia en Malilla,10,Quatre Carreres,Particular,11.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5589,7,6651,AAVV FONT D´EN CORTS - ARREGLAR “EL MATADERO” COMO LOCAL ASOCIATIVO,10,Quatre Carreres,Particular,38.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5615,7,6677,Renovacion parque Blancanieves en avenida dr Waskman,10,Quatre Carreres,Particular,14.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5622,7,6684,Pavimentacio i  zona coberta a les pistes esportives del CEIP Eliseo Vidal,8,Patraix,Particular,86.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
5651,7,6713,Perimetro de proteccion del Tinglao,19,5,Particular,17.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
5666,7,6728,Ampliacion de aceras en Perez Galdos.,7,l'Olivereta,Particular,15.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
5681,7,6743,SOTERRAMIENTO DE CONTENEDORES,15,Rascanya,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
5745,7,6807,Creacion de huertos urbanos en los descampadados de Amado Granell Mesado,10,Quatre Carreres,Particular,57.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
5749,7,6811,Creacion rotonda acceso al pueblo,17,7,Particular,22.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
5758,7,6820,Ciclo: un sistema de rutes per a promoure l'us de la xarxa de carrils bici,1,Ciutat Vella,Particular,40.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
5763,7,6825,EJECUCIoN DE JARDiN EN AVENIDA MANUEL COLOMER MARCO,8,Patraix,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
14,1,2015-00016,,13,Algiros,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
31,1,2015-00037,,19,Pobles del Sud,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
261,1,2015-00311,,17,Pobles del Nord,Persona Juridica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,17,Pobles del Nord,matched
270,1,2015-00323,,8,Patraix,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
272,1,2015-00326,Renovacion ide de san isidro,8,Patraix,Persona Fisica,0.0,No aplicable,SI,22.0,SI,40000.0,No aplicable,2023-04-27,,8,Patraix,matched
317,1,2015-00378,,7,l'Olivereta,Persona Juridica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
329,1,2015-00390,,15,Rascanya,Persona Fisica,0.0,No aplicable,SI,5.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
339,1,2015-00400,,13,Algiros,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,13,Algirós,matched
363,1,2015-00426,,1,Ciutat Vella,Persona Fisica,0.0,No aplicable,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
371,1,2015-00434,,1,Ciutat Vella,Persona Fisica,0.0,No aplicable,SI,43.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
462,1,2015-00554,Habilitacion instalaciones parque de emilio lluch,8,Patraix,Persona Juridica,0.0,No aplicable,SI,77.0,SI,15000.0,No aplicable,2023-04-27,,8,Patraix,matched
543,1,2016-00038,,6,el Pla del Real,Persona Juridica,0.0,No aplicable,SI,4.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
565,1,2016-00060,,18,Pobles de l'Oest,Persona Juridica,0.0,No aplicable,SI,3.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
584,1,2016-00079,,15,Rascanya,Persona Juridica,0.0,No aplicable,SI,3.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
657,2,38,Convertir solar en espacio util,14,Benimaclet,Particular,52.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
693,2,74,URBANIZACION CALLES ADYACENTES A LA GOLA DEL PERELLONET,19,Pobles del Sud,Particular,13.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
724,2,105,TERMINAR DE URBANIZAR CALLE MUSICO GOMIS,8,Patraix,Particular,11.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,8,Patraix,matched
734,2,115,Arreglo del jardin C/Alboraia-Poeta Bodria,5,la Saidia,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
753,2,134,Carril bici general aviles y mestre rodrigo,4,Campanar,Particular,31.0,SI,SI,117.0,SI,208160.0,No aplicable,2023-04-27,,4,Campanar,matched
795,2,176,alqueria albors,15,Rascanya,Particular,22.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
861,2,242,PARQUE DE BARRAS PARA REALIZAR EJERCICIO EN LA PLAYA DE LA MALVARROSA,11,Poblats Maritims,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
867,2,248,Recollida d'excrements de gos en el Carrer del Palleter,3,Extramurs,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,3,Extramurs,matched
899,2,280,"REPEATONALIZACIoN CALLES SORNELLS, VIVONS, MOSSeN FEMENIA, PRIM, CLERO (RUSSAFA)",2,l'Eixample,Representante GT,12.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
927,2,308,Col·locacio d'un semafor cruilla angel Tomas i Garcia amb avinguda Constitucio,5,la Saidia,Representante GT,4.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,5,la Saïdia,matched
960,2,341,"Tanca, nova i segura, per a l'escola, CEIP Lluis Guarner.",16,Benicalap,Particular,40.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
1028,2,409,Carrer Hort d’En Cendra,1,Ciutat Vella,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,1,Ciutat Vella,matched
1069,2,450,Sustitucion de farolas molestas y contaminantes,6,el Pla del Real,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
1121,2,502,Ampliacion campo de futbol 8 C/ Rio Segre,16,Benicalap,Particular,49.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,16,Benicalap,matched
1216,3,1006,CREACIo D'ILLES SONORES EN LA CIUTAT DE VALeNCIA,Toda la ciudad,Toda la ciudad,Ayuntamiento,30.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1236,3,1027,PEATONALIZACIoN CALLE PERIS MENCHETA,Toda la ciudad,Toda la ciudad,Particular,24.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1266,3,1058,NUEVA LINEA DE BUS QUE CONECTE LA RONDA NORTE,Toda la ciudad,Toda la ciudad,Particular,840.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1295,3,1088,REHABILITACIoN DEL JARDiN GASPAR AGUILAR,Toda la ciudad,Toda la ciudad,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1310,3,1103,CARRIL BICI G.V MARQUeS DEL TuRIA I CONEXIo PER C/RUSSAFA AMB C/COLOM,Toda la ciudad,Toda la ciudad,Particular,118.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1358,3,1151,RENOVACIo ENLLUMENAT DEL CARRER PINTOR MAELLA,Toda la ciudad,Toda la ciudad,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1385,3,1178,REMODELACIoN DE TODO EL JARDiN DE BLASCO IBAÑEZ,Toda la ciudad,Toda la ciudad,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1438,3,1231,JARDi I ALQUERIA CAMINO DE MONTCADA,Toda la ciudad,Toda la ciudad,Particular,24.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1469,3,1262,URBANITZACIo BARRI NATZARET,Toda la ciudad,Toda la ciudad,Particular,20.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1505,3,1298,PLANTAS DE ENERGiA SOLAR EN EDIFICIOS MUNICIPALES,Toda la ciudad,Toda la ciudad,Particular,129.0,SI,SI,4028.0,SI,147000.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
1537,3,1330,PARQUE INFANTIL,Toda la ciudad,Toda la ciudad,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1590,3,1386,MEJORAR SEÑALIZACIoN VIAL  EN LOS CRUCES,Toda la ciudad,Toda la ciudad,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1647,3,1443,UBICACIoN DE 4 PASOS DE PEATONES EN AV. BLASCO IBaÑEZ,Toda la ciudad,Toda la ciudad,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1728,3,1524,HACER UN LINEA DE METRO POR EL ANTIGUO RIO TURIA/JARDINES DEL TURIA.,Toda la ciudad,Toda la ciudad,Particular,1.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1738,3,1534,ROTONDA PARTIDA EN ANZUELOS PARA FACILITAR ENTRADA Y SALIDA A VALENCIA,Toda la ciudad,Toda la ciudad,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1742,3,1538,FINALITZAR EL CAMi DE MONTCADA,Toda la ciudad,Toda la ciudad,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1752,3,1548,CONSTRUCCIoN DE NUEVAS INSTALACIONES PARA LA GESTIoN DE ANIMALES ABANDONADOS,Toda la ciudad,Toda la ciudad,Particular,15.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1770,3,1566,MEJORAS EN LA PLAYA DE VALENCIA.,Toda la ciudad,Toda la ciudad,Particular,3.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
1774,4,2003,ZONA PARA PERROS EN SANT ISIDRE,8,Patraix,Particular,48.0,SI,SI,264.0,NO,93500.0,No aplicable,2023-04-27,,8,Patraix,matched
1778,4,2007,REFORMA O CAMBIO PISCINA MUNICIPAL FUENTE DE SAN LUIS,10,Quatre Carreres,Particular,138.0,SI,SI,482.0,SI,130000.0,No aplicable,2023-04-27,,10,Quatre Carreres,matched
1788,4,2017,"ESCENARIO DE OBRA, MEJOR ILUMINACIoN, Y AUMENTAR BANCOS Y MESAS PICNIC (BORBOTo)",17,7,Particular,32.0,SI,SI,11.0,NO,18000.0,No aplicable,2023-04-27,,17,Pobles del Nord,matched
1790,4,2019,"FER UNA PLAÇA ENTRE C/CAMPOAMOR, XALANS I JOSEP D'ORGA",13,Algiros,Particular,49.0,SI,SI,327.0,SI,140752.0,No aplicable,2023-04-27,,13,Algirós,matched
1813,4,2042,AMPLIAR ACERAS Y CARRIL BICI EN AVDA. PRIMADO REIG,20,No consta,Particular,104.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,20,No consta,missing
1827,4,2056,PEATONALIZACIoN DE LA CALLE GENERAL ELiO PARA AMPLIAR VIVEROS,6,el Pla del Real,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,6,el Pla del Real,matched
1836,4,2065,PEATONALIZACION CALLE JORGE JUAN. RECUPERACIoN ESPACIO PuBLICO.,2,l'Eixample,Particular,47.0,SI,SI,42.0,NO,360928.0,No aplicable,2023-04-27,,2,l'Eixample,matched
1851,4,2080,EQUIP D'AUDIOVISUALS PER A L'ALCALDIA / EQUIPO DE AUDIOVISUALES PARA LA ALCALDiA,19,1,Particular,8.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,19,Pobles del Sud,matched
1855,4,2084,"PACIFICACIoN DE LA CALLE CUENCA, TRAMO PeREZ GALDoS-GRAN ViA",3,Extramurs,Particular,33.0,SI,SI,306.0,SI,70000.0,No aplicable,2023-04-27,,3,Extramurs,matched
1859,4,2088,ELIMINAR SUPERCHARCOS EN LOS PASOS DE PEATONES DE LA GRAN ViA MARQUeS DEL TURIA,2,l'Eixample,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,2,l'Eixample,matched
1864,4,2093,CONSTRUCCIoN ESPACIO CANINO,15,Rascanya,Particular,20.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,15,Rascanya,matched
1878,4,2107,REASFALTADO CAMINO MASALFASAR EN MAHUELLA Y CUIDADOS JARDINERIA,17,5,Representante GT,0.0,SI,SI,3.0,SI,6976.0,No aplicable,2023-04-27,,17,Pobles del Nord,matched
1911,4,2140,COLOCACIoN DE MESAS DE PING PONG DE PIEDRA EN EL CAUCE DEL RIO,20,No consta,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,20,No consta,missing
1913,4,2142,ADECENTAR SOLAR ESCULTOR JOSe CAPUZ 5-7,10,Quatre Carreres,Particular,0.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
2029,4,2258,INSTALACIoN DE MAMPARAS DE PROTECCIoN ESCOLAR,10,Quatre Carreres,Representante GT,0.0,SI,SI,306.0,NO,55000.0,No aplicable,2023-04-27,,10,Quatre Carreres,matched
2038,4,2267,URBANIZACIoN DE LA CALLE INGENIERO LA CIERVA Y CALLE OLBA,5,la Saidia,Representante GT,0.0,SI,SI,81.0,NO,144540.0,No aplicable,2023-04-27,,5,la Saïdia,matched
2107,4,2336,CONDICIONAMENT DE CAMINS,19,3,Particular,18.0,SI,SI,13.0,NO,41627.0,No aplicable,2023-04-27,,19,Pobles del Sud,matched
2108,4,2337,CARRIL BICI EN AVDA. INSTITUTO OBRERO,10,Quatre Carreres,Particular,56.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,10,Quatre Carreres,matched
2123,4,2352,MEJORiA DE LA CIRCULACIoN EN LA CALLE DANIEL DE BALACIART,14,Benimaclet,Particular,27.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
2143,4,2372,CONEXIoN MEDIANTE ViA VERDE PEATONAL DEL  BARRIO LA RAIOSA CON EL PARQUE CENTRAL,20,No consta,Particular,7.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,20,No consta,missing
2170,4,2399,ESTACIoN DE MEDICIoN DE CALIDAD DEL AIRE EN LA CALLE LINARES,7,l'Olivereta,Particular,6.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,7,l'Olivereta,matched
2177,4,2406,REURBANIZAR ACERAS TRAMO CALLE POETA EDUARDO BUIL,14,Benimaclet,Particular,20.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
2188,4,2417,"ARBOLADO Y BANCOS  PLAZA BENIMACLET, CALLE MASQUEFA Y NUEVO DISEÑO FUENTE",14,Benimaclet,Representante GT,0.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,14,Benimaclet,matched
2206,4,2435,LiNEA DE METRO EN BENICALAP Y RASCAÑA,20,No consta,Particular,2.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,20,No consta,missing
2216,4,2445,REDUCIR O SUSTITUIR LAS LOSETAS DE BOTONES DE LOS PASOS DE PEATONES MARITIMO,11,Poblats Maritims,Particular,13.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,11,Poblats Marítims,matched
2230,4,2459,LUCES E ILUMINACIoN NUEVA PINTOR MAELLA,12,Camins al Grau,Particular,17.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,12,Camins al Grau,matched
2263,4,2492,"PUESTA EN VALOR DE LUGARES SINGULARES, EMBLEMaTICOS Y DE ESPECIAL INTERES.",20,No consta,Particular,16.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,20,No consta,missing
2302,4,2531,URBANIZAR LA ACERA EN LA CALLE GRABADOR MONFORT DESDE CL BENIMODO,18,1,Particular,15.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,18,Pobles de l'Oest,matched
2339,5,3027,Reforma Avenida Aragon y eliminacion aparcamiento central,Toda la ciudad,Toda la ciudad,Particular,88.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2352,5,3040,Asfaltado y mejora de la calzada en Castellar-Oliveral,Toda la ciudad,Toda la ciudad,Particular,84.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2408,5,3096,Piscina de verano descubierta y en condicionesen el parque central,Toda la ciudad,Toda la ciudad,Particular,111.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2429,5,3117,Eliminar obstaculos de las aceras,Toda la ciudad,Toda la ciudad,Particular,18.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2470,5,3158,Reduccion de velocidad en via de servicio de A/ Ausias March,Toda la ciudad,Toda la ciudad,Particular,5.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2513,5,3201,COLOCAR UNA PAPELERA MaS GRANDE EN PARADA FINAL BUS  LiNEAS 72 Y 73,Toda la ciudad,Toda la ciudad,Particular,4.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2543,5,3231,Carril Bici desde La Torre hasta el Bulevar Sur,Toda la ciudad,Toda la ciudad,Particular,105.0,SI,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2545,5,3233,Asfaltado del descampado entre Vicente Peris y Luis Crumiere,Toda la ciudad,Toda la ciudad,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2588,5,3276,Instalacion alumbrado carril bici margen norte Antiguo Cauce,Toda la ciudad,Toda la ciudad,Particular,21.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2598,5,3286,Zona socialitzacio de gossos als jardins de l'Hospital,Toda la ciudad,Toda la ciudad,Particular,10.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2622,5,3310,Unificacio i soterrament de contenidors,Toda la ciudad,Toda la ciudad,Particular,46.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2671,5,3359,Rediseño del espacio publico en torno al centro civico cultural de Aben al-Abbar,Toda la ciudad,Toda la ciudad,Particular,152.0,SI,SI,1031.0,NO,560000.0,No aplicable,2023-04-27,,0,Toda la ciudad,global
2676,5,3364,QUE SE PROHiBA FUMAR/VAPOREAR EN LAS CALLES,Toda la ciudad,Toda la ciudad,Particular,15.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2788,5,3476,Instalar baños publicos en el Jardin de Ayora,Toda la ciudad,Toda la ciudad,Particular,21.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2798,5,3486,Cambio de arboles de la especie Lagunaria Patersonii por otro arboles mas idoneo,Toda la ciudad,Toda la ciudad,Particular,9.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
2842,5,3530,Control de poblacion de palomas en barrio del Grao,Toda la ciudad,Toda la ciudad,Particular,30.0,NO,NO,0.0,NO,,No aplicable,2023-04-27,,0,Toda la ciudad,global
