id_distrito,nombre_distrito,tema_id,tema,n_propuestas,n_apoyos,n_seleccionadas,presupuesto_solicitado,poblacion,apoyos_per_1000hab,propuestas_per_1000hab,tasa_seleccion
11,Poblats Marítims,20,Pacificación del tráfico,4,82,0,0.0,55033,1.49,0.073,0.0
11,Poblats Marítims,24,Pedanías y barrios periféricos,6,80,0,457600.0,55033,1.45,0.109,0.0
11,Poblats Marítims,12,Equipamientos culturales,3,75,2,91620.0,55033,1.36,0.055,0.667
11,Poblats Marítims,17,Jardines y arbolado,4,75,0,0.0,55033,1.36,0.073,0.0
11,Poblats Marítims,14,Fuentes y aseos públicos,3,48,0,0.0,55033,0.87,0.055,0.0
11,Poblats Marítims,21,Paneles informativos,3,48,1,2420.0,55033,0.87,0.055,0.333
11,Poblats Marítims,9,Centros de salud,1,46,1,92000.0,55033,0.84,0.018,1.0
11,Poblats Marítims,22,Parques infantiles,2,43,0,0.0,55033,0.78,0.036,0.0
11,Poblats Marítims,33,Reurbanización de calles,2,40,0,0.0,55033,0.73,0.036,0.0
11,Poblats Marítims,35,Seguridad ciudadana,1,40,0,0.0,55033,0.73,0.018,0.0
11,Poblats Marítims,31,Rehabilitación del patrimonio,1,37,0,0.0,55033,0.67,0.018,0.0
11,Poblats Marítims,19,Mobiliario urbano deportivo,1,34,0,0.0,55033,0.62,0.018,0.0
11,Poblats Marítims,29,Reducción del ruido,1,9,0,0.0,55033,0.16,0.018,0.0
11,Poblats Marítims,28,Reducción de velocidad y zonas 30,2,8,0,0.0,55033,0.15,0.036,0.0
11,Poblats Marítims,10,Centros educativos,1,7,0,0.0,55033,0.13,0.018,0.0
11,Poblats Marítims,1,Accesibilidad peatonal,2,4,0,475699.0,55033,0.07,0.036,0.0
11,Poblats Marítims,4,Asfalto y pavimentación,1,4,0,0.0,55033,0.07,0.018,0.0
12,Camins al Grau,7,Carriles bici y movilidad ciclista,28,1166,2,1855000.0,65070,17.92,0.43,0.071
12,Camins al Grau,17,Jardines y arbolado,8,462,2,356000.0,65070,7.1,0.123,0.25
12,Camins al Grau,16,Instalaciones deportivas,5,407,1,150000.0,65070,6.25,0.077,0.2
12,Camins al Grau,2,Aceras y movilidad peatonal,14,307,3,237000.0,65070,4.72,0.215,0.214
12,Camins al Grau,3,Aparcamiento para vehículos,8,294,1,9100.0,65070,4.52,0.123,0.125
12,Camins al Grau,5,Bibliotecas y ludotecas,2,289,0,0.0,65070,4.44,0.031,0.0
12,Camins al Grau,11,Convivencia y mobiliario urbano,6,281,1,787261.0,65070,4.32,0.092,0.167
12,Camins al Grau,37,Solares y suelo disponible,11,274,1,100000.0,65070,4.21,0.169,0.091
12,Camins al Grau,23,Parques y plazas,9,225,1,929000.0,65070,3.46,0.138,0.111
12,Camins al Grau,35,Seguridad ciudadana,5,217,0,0.0,65070,3.33,0.077,0.0
12,Camins al Grau,19,Mobiliario urbano deportivo,3,159,2,125000.0,65070,2.44,0.046,0.667
12,Camins al Grau,18,Litoral y puerto,5,135,0,0.0,65070,2.07,0.077,0.0
12,Camins al Grau,24,Pedanías y barrios periféricos,4,135,1,236131.0,65070,2.07,0.061,0.25
12,Camins al Grau,20,Pacificación del tráfico,4,116,0,0.0,65070,1.78,0.061,0.0
12,Camins al Grau,6,Bienestar animal,2,106,1,3000.0,65070,1.63,0.031,0.5
12,Camins al Grau,9,Centros de salud,3,94,0,0.0,65070,1.44,0.046,0.0
12,Camins al Grau,15,Iluminación pública,5,83,2,72017.0,65070,1.28,0.077,0.4
12,Camins al Grau,27,Recogida de residuos,5,73,0,350000.0,65070,1.12,0.077,0.0
12,Camins al Grau,25,Pipicanes y zonas caninas,8,64,1,252966.0,65070,0.98,0.123,0.125
12,Camins al Grau,33,Reurbanización de calles,4,52,1,174749.0,65070,0.8,0.061,0.25
12,Camins al Grau,38,Transporte público (EMT),1,50,0,0.0,65070,0.77,0.015,0.0
12,Camins al Grau,8,Centros cívicos y huertos urbanos,3,45,0,0.0,65070,0.69,0.046,0.0
12,Camins al Grau,10,Centros educativos,2,43,2,173036.0,65070,0.66,0.031,1.0
12,Camins al Grau,14,Fuentes y aseos públicos,2,41,1,47720.0,65070,0.63,0.031,0.5
12,Camins al Grau,29,Reducción del ruido,1,40,0,0.0,65070,0.61,0.015,0.0
12,Camins al Grau,31,Rehabilitación del patrimonio,1,40,0,0.0,65070,0.61,0.015,0.0
12,Camins al Grau,39,Zonas verdes,2,38,0,250000.0,65070,0.58,0.031,0.0
12,Camins al Grau,4,Asfalto y pavimentación,1,31,0,0.0,65070,0.48,0.015,0.0
12,Camins al Grau,34,Río Turia y litoral,2,22,0,362000.0,65070,0.34,0.031,0.0
12,Camins al Grau,1,Accesibilidad peatonal,1,5,0,0.0,65070,0.08,0.015,0.0
12,Camins al Grau,32,Repavimentación de calzadas,1,4,0,0.0,65070,0.06,0.015,0.0
12,Camins al Grau,22,Parques infantiles,2,0,1,130000.0,65070,0.0,0.031,0.5
13,Algirós,7,Carriles bici y movilidad ciclista,25,840,2,1213000.0,35510,23.66,0.704,0.08
13,Algirós,24,Pedanías y barrios periféricos,16,403,1,860740.0,35510,11.35,0.451,0.062
13,Algirós,2,Aceras y movilidad peatonal,22,365,3,977841.0,35510,10.28,0.62,0.136
13,Algirós,25,Pipicanes y zonas caninas,12,293,0,300000.0,35510,8.25,0.338,0.0
13,Algirós,16,Instalaciones deportivas,4,256,0,140000.0,35510,7.21,0.113,0.0
13,Algirós,10,Centros educativos,4,251,0,0.0,35510,7.07,0.113,0.0
13,Algirós,11,Convivencia y mobiliario urbano,6,234,1,140752.0,35510,6.59,0.169,0.167
13,Algirós,22,Parques infantiles,9,198,1,385000.0,35510,5.58,0.253,0.111
13,Algirós,32,Repavimentación de calzadas,4,160,0,0.0,35510,4.51,0.113,0.0
13,Algirós,8,Centros cívicos y huertos urbanos,4,140,0,0.0,35510,3.94,0.113,0.0
13,Algirós,3,Aparcamiento para vehículos,7,131,1,18000.0,35510,3.69,0.197,0.143
13,Algirós,5,Bibliotecas y ludotecas,2,126,1,29734.0,35510,3.55,0.056,0.5
13,Algirós,23,Parques y plazas,5,114,1,400000.0,35510,3.21,0.141,0.2
13,Algirós,15,Iluminación pública,6,109,3,217140.0,35510,3.07,0.169,0.5
13,Algirós,17,Jardines y arbolado,3,104,2,469000.0,35510,2.93,0.084,0.667
13,Algirós,20,Pacificación del tráfico,6,95,2,886094.0,35510,2.68,0.169,0.333
13,Algirós,14,Fuentes y aseos públicos,2,84,1,47720.0,35510,2.37,0.056,0.5
13,Algirós,29,Reducción del ruido,2,81,0,453094.0,35510,2.28,0.056,0.0
13,Algirós,9,Centros de salud,3,52,0,0.0,35510,1.46,0.084,0.0
13,Algirós,6,Bienestar animal,1,36,1,6200.0,35510,1.01,0.028,1.0
13,Algirós,30,Rehabilitación de mercados,1,33,0,0.0,35510,0.93,0.028,0.0
13,Algirós,4,Asfalto y pavimentación,1,32,0,453094.0,35510,0.9,0.028,0.0
13,Algirós,28,Reducción de velocidad y zonas 30,1,18,0,0.0,35510,0.51,0.028,0.0
13,Algirós,27,Recogida de residuos,3,12,0,0.0,35510,0.34,0.084,0.0
13,Algirós,39,Zonas verdes,1,11,0,0.0,35510,0.31,0.028,0.0
13,Algirós,31,Rehabilitación del patrimonio,1,10,0,0.0,35510,0.28,0.028,0.0
13,Algirós,19,Mobiliario urbano deportivo,1,5,1,10000.0,35510,0.14,0.028,1.0
13,Algirós,37,Solares y suelo disponible,2,2,0,0.0,35510,0.06,0.056,0.0
13,Algirós,21,Paneles informativos,1,0,0,0.0,35510,0.0,0.028,0.0
14,Benimaclet,7,Carriles bici y movilidad ciclista,12,622,0,1394000.0,27912,22.28,0.43,0.0
14,Benimaclet,2,Aceras y movilidad peatonal,12,541,3,1036130.0,27912,19.38,0.43,0.25
14,Benimaclet,3,Aparcamiento para vehículos,9,330,1,18000.0,27912,11.82,0.322,0.111
14,Benimaclet,30,Rehabilitación de mercados,4,297,0,0.0,27912,10.64,0.143,0.0
14,Benimaclet,16,Instalaciones deportivas,6,230,0,0.0,27912,8.24,0.215,0.0
14,Benimaclet,12,Equipamientos culturales,3,227,0,0.0,27912,8.13,0.107,0.0
14,Benimaclet,25,Pipicanes y zonas caninas,8,193,2,240909.0,27912,6.91,0.287,0.25
14,Benimaclet,23,Parques y plazas,7,158,2,570453.0,27912,5.66,0.251,0.286
14,Benimaclet,37,Solares y suelo disponible,4,150,0,0.0,27912,5.37,0.143,0.0
14,Benimaclet,22,Parques infantiles,4,145,0,0.0,27912,5.19,0.143,0.0
14,Benimaclet,5,Bibliotecas y ludotecas,2,109,1,20000.0,27912,3.91,0.072,0.5
14,Benimaclet,24,Pedanías y barrios periféricos,8,105,1,136000.0,27912,3.76,0.287,0.125
14,Benimaclet,20,Pacificación del tráfico,2,104,0,0.0,27912,3.73,0.072,0.0
14,Benimaclet,11,Convivencia y mobiliario urbano,1,99,0,0.0,27912,3.55,0.036,0.0
14,Benimaclet,35,Seguridad ciudadana,4,86,0,0.0,27912,3.08,0.143,0.0
14,Benimaclet,14,Fuentes y aseos públicos,2,70,1,47720.0,27912,2.51,0.072,0.5
14,Benimaclet,4,Asfalto y pavimentación,2,65,0,0.0,27912,2.33,0.072,0.0
14,Benimaclet,29,Reducción del ruido,2,65,0,0.0,27912,2.33,0.072,0.0
14,Benimaclet,33,Reurbanización de calles,4,62,0,473032.0,27912,2.22,0.143,0.0
14,Benimaclet,39,Zonas verdes,3,60,0,0.0,27912,2.15,0.107,0.0
14,Benimaclet,6,Bienestar animal,1,55,1,3400.0,27912,1.97,0.036,1.0
14,Benimaclet,8,Centros cívicos y huertos urbanos,2,50,0,0.0,27912,1.79,0.072,0.0
14,Benimaclet,15,Iluminación pública,2,50,0,92000.0,27912,1.79,0.072,0.0
14,Benimaclet,21,Paneles informativos,3,45,2,33000.0,27912,1.61,0.107,0.667
14,Benimaclet,10,Centros educativos,1,35,0,0.0,27912,1.25,0.036,0.0
14,Benimaclet,19,Mobiliario urbano deportivo,1,35,0,0.0,27912,1.25,0.036,0.0
14,Benimaclet,31,Rehabilitación del patrimonio,2,31,0,362677.0,27912,1.11,0.072,0.0
14,Benimaclet,27,Recogida de residuos,3,28,0,0.0,27912,1.0,0.107,0.0
14,Benimaclet,13,Equipamientos específicos,3,24,0,0.0,27912,0.86,0.107,0.0
14,Benimaclet,38,Transporte público (EMT),2,14,0,0.0,27912,0.5,0.072,0.0
14,Benimaclet,1,Accesibilidad peatonal,1,5,0,0.0,27912,0.18,0.036,0.0
14,Benimaclet,17,Jardines y arbolado,1,3,0,0.0,27912,0.11,0.036,0.0
14,Benimaclet,28,Reducción de velocidad y zonas 30,1,1,0,0.0,27912,0.04,0.036,0.0
15,Rascanya,16,Instalaciones deportivas,9,419,4,360000.0,53237,7.87,0.169,0.444
15,Rascanya,37,Solares y suelo disponible,10,394,3,400000.0,53237,7.4,0.188,0.3
15,Rascanya,35,Seguridad ciudadana,5,367,0,0.0,53237,6.89,0.094,0.0
15,Rascanya,25,Pipicanes y zonas caninas,14,330,2,609250.0,53237,6.2,0.263,0.143
15,Rascanya,24,Pedanías y barrios periféricos,7,268,3,288573.0,53237,5.03,0.131,0.429
15,Rascanya,23,Parques y plazas,12,265,2,794000.0,53237,4.98,0.225,0.167
15,Rascanya,7,Carriles bici y movilidad ciclista,12,223,4,787888.0,53237,4.19,0.225,0.333
15,Rascanya,3,Aparcamiento para vehículos,7,182,0,574000.0,53237,3.42,0.131,0.0
15,Rascanya,27,Recogida de residuos,4,130,1,130000.0,53237,2.44,0.075,0.25
15,Rascanya,11,Convivencia y mobiliario urbano,5,98,2,314130.0,53237,1.84,0.094,0.4
15,Rascanya,15,Iluminación pública,3,80,2,50647.0,53237,1.5,0.056,0.667
15,Rascanya,2,Aceras y movilidad peatonal,4,75,1,2400.0,53237,1.41,0.075,0.25
15,Rascanya,8,Centros cívicos y huertos urbanos,6,59,0,0.0,53237,1.11,0.113,0.0
15,Rascanya,20,Pacificación del tráfico,3,55,2,38573.0,53237,1.03,0.056,0.667
15,Rascanya,9,Centros de salud,3,52,0,0.0,53237,0.98,0.056,0.0
15,Rascanya,17,Jardines y arbolado,2,50,0,0.0,53237,0.94,0.038,0.0
15,Rascanya,29,Reducción del ruido,2,49,0,0.0,53237,0.92,0.038,0.0
15,Rascanya,4,Asfalto y pavimentación,1,33,0,0.0,53237,0.62,0.019,0.0
15,Rascanya,14,Fuentes y aseos públicos,1,32,1,15910.0,53237,0.6,0.019,1.0
15,Rascanya,22,Parques infantiles,1,29,0,0.0,53237,0.54,0.019,0.0
15,Rascanya,6,Bienestar animal,1,10,0,0.0,53237,0.19,0.019,0.0
15,Rascanya,10,Centros educativos,1,4,0,0.0,53237,0.08,0.019,0.0
15,Rascanya,1,Accesibilidad peatonal,1,3,0,0.0,53237,0.06,0.019,0.0
15,Rascanya,13,Equipamientos específicos,1,3,0,0.0,53237,0.06,0.019,0.0
15,Rascanya,28,Reducción de velocidad y zonas 30,1,3,0,0.0,53237,0.06,0.019,0.0
15,Rascanya,12,Equipamientos culturales,1,1,0,0.0,53237,0.02,0.019,0.0
15,Rascanya,5,Bibliotecas y ludotecas,1,0,1,5000.0,53237,0.0,0.019,1.0
16,Benicalap,37,Solares y suelo disponible,18,656,3,975000.0,47457,13.82,0.379,0.167
16,Benicalap,16,Instalaciones deportivas,13,581,1,50000.0,47457,12.24,0.274,0.077
16,Benicalap,6,Bienestar animal,6,498,0,6200.0,47457,10.49,0.126,0.0
16,Benicalap,10,Centros educativos,7,370,0,0.0,47457,7.8,0.148,0.0
16,Benicalap,20,Pacificación del tráfico,5,332,1,343024.0,47457,7.0,0.105,0.2
16,Benicalap,24,Pedanías y barrios periféricos,11,331,1,182000.0,47457,6.97,0.232,0.091
16,Benicalap,25,Pipicanes y zonas caninas,13,318,1,275000.0,47457,6.7,0.274,0.077
16,Benicalap,7,Carriles bici y movilidad ciclista,9,242,1,1818000.0,47457,5.1,0.19,0.111
16,Benicalap,8,Centros cívicos y huertos urbanos,8,226,1,100610.0,47457,4.76,0.169,0.125
16,Benicalap,23,Parques y plazas,9,218,1,60000.0,47457,4.59,0.19,0.111
16,Benicalap,38,Transporte público (EMT),5,191,0,0.0,47457,4.02,0.105,0.0
16,Benicalap,15,Iluminación pública,7,189,3,355609.0,47457,3.98,0.148,0.429
16,Benicalap,2,Aceras y movilidad peatonal,8,171,1,176851.0,47457,3.6,0.169,0.125
16,Benicalap,12,Equipamientos culturales,3,125,0,0.0,47457,2.63,0.063,0.0
16,Benicalap,21,Paneles informativos,5,122,0,0.0,47457,2.57,0.105,0.0
16,Benicalap,22,Parques infantiles,4,118,2,484000.0,47457,2.49,0.084,0.5
16,Benicalap,27,Recogida de residuos,5,109,1,130000.0,47457,2.3,0.105,0.2
16,Benicalap,3,Aparcamiento para vehículos,7,102,0,0.0,47457,2.15,0.148,0.0
16,Benicalap,11,Convivencia y mobiliario urbano,7,88,1,175000.0,47457,1.85,0.148,0.143
16,Benicalap,32,Repavimentación de calzadas,1,75,0,0.0,47457,1.58,0.021,0.0
16,Benicalap,17,Jardines y arbolado,2,52,0,0.0,47457,1.1,0.042,0.0
16,Benicalap,14,Fuentes y aseos públicos,2,45,1,37500.0,47457,0.95,0.042,0.5
16,Benicalap,33,Reurbanización de calles,3,45,0,0.0,47457,0.95,0.063,0.0
16,Benicalap,35,Seguridad ciudadana,5,45,0,0.0,47457,0.95,0.105,0.0
16,Benicalap,29,Reducción del ruido,1,24,0,0.0,47457,0.51,0.021,0.0
16,Benicalap,30,Rehabilitación de mercados,1,24,0,0.0,47457,0.51,0.021,0.0
16,Benicalap,31,Rehabilitación del patrimonio,1,16,0,0.0,47457,0.34,0.021,0.0
16,Benicalap,4,Asfalto y pavimentación,1,11,0,0.0,47457,0.23,0.021,0.0
16,Benicalap,34,Río Turia y litoral,1,7,0,0.0,47457,0.15,0.021,0.0
17,Pobles del Nord,7,Carriles bici y movilidad ciclista,15,673,1,5000.0,6730,100.0,2.229,0.067
17,Pobles del Nord,23,Parques y plazas,14,269,4,392937.0,6730,39.97,2.08,0.286
17,Pobles del Nord,2,Aceras y movilidad peatonal,9,156,1,598524.0,6730,23.18,1.337,0.111
17,Pobles del Nord,21,Paneles informativos,2,145,0,0.0,6730,21.55,0.297,0.0
17,Pobles del Nord,27,Recogida de residuos,7,134,1,5000.0,6730,19.91,1.04,0.143
17,Pobles del Nord,16,Instalaciones deportivas,6,127,1,85000.0,6730,18.87,0.892,0.167
17,Pobles del Nord,20,Pacificación del tráfico,8,117,1,53000.0,6730,17.38,1.189,0.125
17,Pobles del Nord,25,Pipicanes y zonas caninas,9,105,0,0.0,6730,15.6,1.337,0.0
17,Pobles del Nord,11,Convivencia y mobiliario urbano,6,87,0,15734.0,6730,12.93,0.892,0.0
17,Pobles del Nord,14,Fuentes y aseos públicos,4,87,2,55489.0,6730,12.93,0.594,0.5
17,Pobles del Nord,17,Jardines y arbolado,7,86,2,26898.0,6730,12.78,1.04,0.286
17,Pobles del Nord,1,Accesibilidad peatonal,4,85,1,18000.0,6730,12.63,0.594,0.25
17,Pobles del Nord,10,Centros educativos,3,82,0,14000.0,6730,12.18,0.446,0.0
17,Pobles del Nord,15,Iluminación pública,8,77,0,18000.0,6730,11.44,1.189,0.0
17,Pobles del Nord,30,Rehabilitación de mercados,2,76,0,0.0,6730,11.29,0.297,0.0
17,Pobles del Nord,6,Bienestar animal,2,68,1,5500.0,6730,10.1,0.297,0.5
17,Pobles del Nord,33,Reurbanización de calles,3,68,1,107307.0,6730,10.1,0.446,0.333
17,Pobles del Nord,24,Pedanías y barrios periféricos,2,65,0,0.0,6730,9.66,0.297,0.0
17,Pobles del Nord,12,Equipamientos culturales,3,59,1,27112.0,6730,8.77,0.446,0.333
17,Pobles del Nord,22,Parques infantiles,4,58,2,178360.0,6730,8.62,0.594,0.5
17,Pobles del Nord,39,Zonas verdes,1,55,0,0.0,6730,8.17,0.149,0.0
17,Pobles del Nord,3,Aparcamiento para vehículos,4,52,1,36121.0,6730,7.73,0.594,0.25
17,Pobles del Nord,5,Bibliotecas y ludotecas,2,46,0,0.0,6730,6.84,0.297,0.0
17,Pobles del Nord,13,Equipamientos específicos,3,46,0,0.0,6730,6.84,0.446,0.0
17,Pobles del Nord,37,Solares y suelo disponible,2,39,1,19760.0,6730,5.79,0.297,0.5
17,Pobles del Nord,35,Seguridad ciudadana,2,37,0,0.0,6730,5.5,0.297,0.0
17,Pobles del Nord,28,Reducción de velocidad y zonas 30,2,35,1,96014.0,6730,5.2,0.297,0.5
17,Pobles del Nord,38,Transporte público (EMT),2,35,0,0.0,6730,5.2,0.297,0.0
17,Pobles del Nord,31,Rehabilitación del patrimonio,3,34,2,218706.0,6730,5.05,0.446,0.667
17,Pobles del Nord,8,Centros cívicos y huertos urbanos,3,30,1,86810.0,6730,4.46,0.446,0.333
17,Pobles del Nord,9,Centros de salud,1,22,0,0.0,6730,3.27,0.149,0.0
17,Pobles del Nord,32,Repavimentación de calzadas,3,8,1,106911.0,6730,1.19,0.446,0.333
17,Pobles del Nord,4,Asfalto y pavimentación,1,6,1,27803.0,6730,0.89,0.149,1.0
18,Pobles de l'Oest,23,Parques y plazas,14,430,2,546000.0,14481,29.69,0.967,0.143
18,Pobles de l'Oest,37,Solares y suelo disponible,6,320,2,814332.0,14481,22.1,0.414,0.333
18,Pobles de l'Oest,35,Seguridad ciudadana,4,269,0,0.0,14481,18.58,0.276,0.0
18,Pobles de l'Oest,8,Centros cívicos y huertos urbanos,6,251,1,296000.0,14481,17.33,0.414,0.167
18,Pobles de l'Oest,2,Aceras y movilidad peatonal,14,237,4,611662.0,14481,16.37,0.967,0.286
18,Pobles de l'Oest,25,Pipicanes y zonas caninas,5,200,1,14000.0,14481,13.81,0.345,0.2
18,Pobles de l'Oest,16,Instalaciones deportivas,9,196,2,240000.0,14481,13.53,0.622,0.222
18,Pobles de l'Oest,7,Carriles bici y movilidad ciclista,5,182,2,82000.0,14481,12.57,0.345,0.4
18,Pobles de l'Oest,30,Rehabilitación de mercados,4,153,1,35000.0,14481,10.57,0.276,0.25
18,Pobles de l'Oest,12,Equipamientos culturales,5,152,0,0.0,14481,10.5,0.345,0.0
18,Pobles de l'Oest,27,Recogida de residuos,3,143,0,615000.0,14481,9.88,0.207,0.0
18,Pobles de l'Oest,24,Pedanías y barrios periféricos,7,89,0,0.0,14481,6.15,0.483,0.0
18,Pobles de l'Oest,3,Aparcamiento para vehículos,5,82,2,188306.0,14481,5.66,0.345,0.4
18,Pobles de l'Oest,10,Centros educativos,3,81,1,3000.0,14481,5.59,0.207,0.333
18,Pobles de l'Oest,19,Mobiliario urbano deportivo,2,76,1,124555.0,14481,5.25,0.138,0.5
18,Pobles de l'Oest,4,Asfalto y pavimentación,2,70,1,177300.0,14481,4.83,0.138,0.5
18,Pobles de l'Oest,13,Equipamientos específicos,2,66,0,0.0,14481,4.56,0.138,0.0
18,Pobles de l'Oest,9,Centros de salud,1,65,0,0.0,14481,4.49,0.069,0.0
18,Pobles de l'Oest,5,Bibliotecas y ludotecas,3,61,2,26000.0,14481,4.21,0.207,0.667
18,Pobles de l'Oest,14,Fuentes y aseos públicos,3,54,2,142000.0,14481,3.73,0.207,0.667
18,Pobles de l'Oest,11,Convivencia y mobiliario urbano,4,53,0,490000.0,14481,3.66,0.276,0.0
18,Pobles de l'Oest,26,Puentes y vías peatonales,1,53,0,0.0,14481,3.66,0.069,0.0
18,Pobles de l'Oest,22,Parques infantiles,3,40,3,130616.0,14481,2.76,0.207,1.0
18,Pobles de l'Oest,6,Bienestar animal,1,36,1,5000.0,14481,2.49,0.069,1.0
18,Pobles de l'Oest,29,Reducción del ruido,2,27,0,0.0,14481,1.86,0.138,0.0
18,Pobles de l'Oest,17,Jardines y arbolado,2,25,0,0.0,14481,1.73,0.138,0.0
18,Pobles de l'Oest,38,Transporte público (EMT),1,23,0,0.0,14481,1.59,0.069,0.0
18,Pobles de l'Oest,21,Paneles informativos,2,22,0,0.0,14481,1.52,0.138,0.0
18,Pobles de l'Oest,1,Accesibilidad peatonal,2,21,2,166539.0,14481,1.45,0.138,1.0
18,Pobles de l'Oest,31,Rehabilitación del patrimonio,1,15,0,0.0,14481,1.04,0.069,0.0
18,Pobles de l'Oest,15,Iluminación pública,2,9,0,0.0,14481,0.62,0.138,0.0
18,Pobles de l'Oest,28,Reducción de velocidad y zonas 30,2,9,0,30000.0,14481,0.62,0.138,0.0
18,Pobles de l'Oest,33,Reurbanización de calles,1,9,0,0.0,14481,0.62,0.069,0.0
18,Pobles de l'Oest,32,Repavimentación de calzadas,6,8,3,141562.0,14481,0.55,0.414,0.5
18,Pobles de l'Oest,20,Pacificación del tráfico,4,1,3,51500.0,14481,0.07,0.276,0.75
19,Pobles del Sud,24,Pedanías y barrios periféricos,27,909,5,1147999.0,21229,42.82,1.272,0.185
19,Pobles del Sud,7,Carriles bici y movilidad ciclista,16,559,1,40700.0,21229,26.33,0.754,0.062
19,Pobles del Sud,23,Parques y plazas,22,471,2,394813.0,21229,22.19,1.036,0.091
19,Pobles del Sud,16,Instalaciones deportivas,16,452,4,268219.0,21229,21.29,0.754,0.25
19,Pobles del Sud,2,Aceras y movilidad peatonal,15,404,1,204267.0,21229,19.03,0.707,0.067
19,Pobles del Sud,25,Pipicanes y zonas caninas,15,325,2,72000.0,21229,15.31,0.707,0.133
19,Pobles del Sud,13,Equipamientos específicos,5,252,0,0.0,21229,11.87,0.236,0.0
19,Pobles del Sud,34,Río Turia y litoral,12,248,2,216378.0,21229,11.68,0.565,0.167
19,Pobles del Sud,8,Centros cívicos y huertos urbanos,10,224,2,97452.0,21229,10.55,0.471,0.2
19,Pobles del Sud,15,Iluminación pública,8,224,3,215117.0,21229,10.55,0.377,0.375
19,Pobles del Sud,11,Convivencia y mobiliario urbano,12,198,3,238410.0,21229,9.33,0.565,0.25
19,Pobles del Sud,27,Recogida de residuos,8,154,2,209036.0,21229,7.25,0.377,0.25
19,Pobles del Sud,31,Rehabilitación del patrimonio,4,102,1,28901.0,21229,4.8,0.188,0.25
19,Pobles del Sud,9,Centros de salud,2,101,0,0.0,21229,4.76,0.094,0.0
19,Pobles del Sud,14,Fuentes y aseos públicos,4,84,1,71610.0,21229,3.96,0.188,0.25
19,Pobles del Sud,22,Parques infantiles,5,84,0,0.0,21229,3.96,0.236,0.0
19,Pobles del Sud,5,Bibliotecas y ludotecas,5,83,0,0.0,21229,3.91,0.236,0.0
19,Pobles del Sud,3,Aparcamiento para vehículos,10,81,0,0.0,21229,3.82,0.471,0.0
19,Pobles del Sud,20,Pacificación del tráfico,4,79,2,35851.0,21229,3.72,0.188,0.5
19,Pobles del Sud,38,Transporte público (EMT),2,72,0,0.0,21229,3.39,0.094,0.0
19,Pobles del Sud,10,Centros educativos,8,67,1,32975.0,21229,3.16,0.377,0.125
19,Pobles del Sud,21,Paneles informativos,5,66,1,16153.0,21229,3.11,0.236,0.2
19,Pobles del Sud,1,Accesibilidad peatonal,7,61,5,161127.0,21229,2.87,0.33,0.714
19,Pobles del Sud,35,Seguridad ciudadana,3,58,0,0.0,21229,2.73,0.141,0.0
19,Pobles del Sud,4,Asfalto y pavimentación,3,55,0,109036.0,21229,2.59,0.141,0.0
19,Pobles del Sud,28,Reducción de velocidad y zonas 30,4,50,0,0.0,21229,2.36,0.188,0.0
19,Pobles del Sud,33,Reurbanización de calles,3,48,0,0.0,21229,2.26,0.141,0.0
19,Pobles del Sud,6,Bienestar animal,2,38,0,0.0,21229,1.79,0.094,0.0
19,Pobles del Sud,29,Reducción del ruido,3,38,0,0.0,21229,1.79,0.141,0.0
19,Pobles del Sud,17,Jardines y arbolado,2,28,0,0.0,21229,1.32,0.094,0.0
19,Pobles del Sud,32,Repavimentación de calzadas,5,27,0,161889.0,21229,1.27,0.236,0.0
19,Pobles del Sud,37,Solares y suelo disponible,3,22,2,62843.0,21229,1.04,0.141,0.667
19,Pobles del Sud,12,Equipamientos culturales,1,18,0,0.0,21229,0.85,0.047,0.0
19,Pobles del Sud,18,Litoral y puerto,1,18,0,0.0,21229,0.85,0.047,0.0
19,Pobles del Sud,39,Zonas verdes,1,16,0,0.0,21229,0.75,0.047,0.0
19,Pobles del Sud,30,Rehabilitación de mercados,1,15,0,66522.0,21229,0.71,0.047,0.0
