id_distrito,nombre_distrito,count
1.0,Ciutat Vella,454
2.0,l'Eixample,183
3.0,Extramurs,213
4.0,Campanar,139
5.0,la Saïdia,159
6.0,el Pla del Real,138
7.0,l'Olivereta,158
8.0,Patraix,119
9.0,Jesús,115
10.0,Quatre Carreres,185
11.0,Poblats Marítims,227
12.0,Camins al Grau,113
13.0,Algirós,167
14.0,Benimaclet,101
15.0,Rascanya,129
16.0,Benicalap,90
17.0,Pobles del Nord,33
18.0,Pobles de l'Oest,42
19.0,Pobles del Sud,75
